"current_category";"current_subcategory";"current_subcategory2";"base_item_name";"sample_item_id";"sample_display_name";"corrected_category";"corrected_subcategory";"corrected_subcategory2";"category_sort_order";"subcategory_sort_order";"item_sort_order";"notes"
"Other";"";"";"Jack o' Donkey";"SKIN_DONKEY_HALLOWEEN";"[T0] Jack o' Donkey";"";"";"";"";"";"";""
"Other";"";"";"Jade Guardian";"SKIN_COUGAR_JADE_GUARDIAN";"[T0] Jade Guardian";"";"";"";"";"";"";""
"Other";"";"";"Jester Horse";"SKIN_HORSE_JESTER_TELLAFRIEND";"[T0] Jester Horse";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Blacksmith Contract";"T3_LABOURER_CONTRACT_WARRIOR";"[T3] Journeyman Blacksmith Contract";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Blacksmith's Journal (Empty)";"T3_JOURNAL_WARRIOR_EMPTY";"[T3] Journeyman Blacksmith's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Blacksmith's Journal (Full)";"T3_JOURNAL_WARRIOR_FULL";"[T3] Journeyman Blacksmith's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Blacksmith's Journal (Partially Full)";"T3_JOURNAL_WARRIOR";"[T3] Journeyman Blacksmith's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Cropper Contract";"T3_LABOURER_CONTRACT_FIBER";"[T3] Journeyman Cropper Contract";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Cropper's Journal (Empty)";"T3_JOURNAL_FIBER_EMPTY";"[T3] Journeyman Cropper's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Cropper's Journal (Full)";"T3_JOURNAL_FIBER_FULL";"[T3] Journeyman Cropper's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Cropper's Journal (Partially Full)";"T3_JOURNAL_FIBER";"[T3] Journeyman Cropper's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Cropper's Trophy Journal (Empty)";"T3_JOURNAL_TROPHY_FIBER_EMPTY";"[T3] Journeyman Cropper's Trophy Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Cropper's Trophy Journal (Full)";"T3_JOURNAL_TROPHY_FIBER_FULL";"[T3] Journeyman Cropper's Trophy Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Cropper's Trophy Journal (Partially Full)";"T3_JOURNAL_TROPHY_FIBER";"[T3] Journeyman Cropper's Trophy Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Fisherman Contract";"T3_LABOURER_CONTRACT_FISHERMAN";"[T3] Journeyman Fisherman Contract";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Fisherman's Journal (Empty)";"T3_JOURNAL_FISHING_EMPTY";"[T3] Journeyman Fisherman's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Fisherman's Journal (Full)";"T3_JOURNAL_FISHING_FULL";"[T3] Journeyman Fisherman's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Fisherman's Journal (Partially Full)";"T3_JOURNAL_FISHING";"[T3] Journeyman Fisherman's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Fisherman's Trophy Journal (Empty)";"T3_JOURNAL_TROPHY_FISHING_EMPTY";"[T3] Journeyman Fisherman's Trophy Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Fisherman's Trophy Journal (Full)";"T3_JOURNAL_TROPHY_FISHING_FULL";"[T3] Journeyman Fisherman's Trophy Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Fisherman's Trophy Journal (Partially Full)";"T3_JOURNAL_TROPHY_FISHING";"[T3] Journeyman Fisherman's Trophy Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Fletcher Contract";"T3_LABOURER_CONTRACT_HUNTER";"[T3] Journeyman Fletcher Contract";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Fletcher's Journal (Empty)";"T3_JOURNAL_HUNTER_EMPTY";"[T3] Journeyman Fletcher's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Fletcher's Journal (Full)";"T3_JOURNAL_HUNTER_FULL";"[T3] Journeyman Fletcher's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Fletcher's Journal (Partially Full)";"T3_JOURNAL_HUNTER";"[T3] Journeyman Fletcher's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Gamekeeper Contract";"T3_LABOURER_CONTRACT_HIDE";"[T3] Journeyman Gamekeeper Contract";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Gamekeeper's Journal (Empty)";"T3_JOURNAL_HIDE_EMPTY";"[T3] Journeyman Gamekeeper's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Gamekeeper's Journal (Full)";"T3_JOURNAL_HIDE_FULL";"[T3] Journeyman Gamekeeper's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Gamekeeper's Journal (Partially Full)";"T3_JOURNAL_HIDE";"[T3] Journeyman Gamekeeper's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Gamekeeper's Trophy Journal (Empty)";"T3_JOURNAL_TROPHY_HIDE_EMPTY";"[T3] Journeyman Gamekeeper's Trophy Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Gamekeeper's Trophy Journal (Full)";"T3_JOURNAL_TROPHY_HIDE_FULL";"[T3] Journeyman Gamekeeper's Trophy Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Gamekeeper's Trophy Journal (Partially Full)";"T3_JOURNAL_TROPHY_HIDE";"[T3] Journeyman Gamekeeper's Trophy Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Imbuer Contract";"T3_LABOURER_CONTRACT_MAGE";"[T3] Journeyman Imbuer Contract";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Imbuer's Journal (Empty)";"T3_JOURNAL_MAGE_EMPTY";"[T3] Journeyman Imbuer's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Imbuer's Journal (Full)";"T3_JOURNAL_MAGE_FULL";"[T3] Journeyman Imbuer's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Imbuer's Journal (Partially Full)";"T3_JOURNAL_MAGE";"[T3] Journeyman Imbuer's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Lumberjack Contract";"T3_LABOURER_CONTRACT_WOOD";"[T3] Journeyman Lumberjack Contract";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Lumberjack's Journal (Empty)";"T3_JOURNAL_WOOD_EMPTY";"[T3] Journeyman Lumberjack's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Lumberjack's Journal (Full)";"T3_JOURNAL_WOOD_FULL";"[T3] Journeyman Lumberjack's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Lumberjack's Journal (Partially Full)";"T3_JOURNAL_WOOD";"[T3] Journeyman Lumberjack's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Lumberjack's Trophy Journal (Empty)";"T3_JOURNAL_TROPHY_WOOD_EMPTY";"[T3] Journeyman Lumberjack's Trophy Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Lumberjack's Trophy Journal (Full)";"T3_JOURNAL_TROPHY_WOOD_FULL";"[T3] Journeyman Lumberjack's Trophy Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Lumberjack's Trophy Journal (Partially Full)";"T3_JOURNAL_TROPHY_WOOD";"[T3] Journeyman Lumberjack's Trophy Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Mercenary Contract";"T3_LABOURER_CONTRACT_MERCENARY";"[T3] Journeyman Mercenary Contract";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Mercenary's Journal (Empty)";"T3_JOURNAL_MERCENARY_EMPTY";"[T3] Journeyman Mercenary's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Mercenary's Journal (Full)";"T3_JOURNAL_MERCENARY_FULL";"[T3] Journeyman Mercenary's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Mercenary's Journal (Partially Full)";"T3_JOURNAL_MERCENARY";"[T3] Journeyman Mercenary's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Mercenary's Trophy";"T3_FURNITUREITEM_TROPHY_MERCENARY";"[T3] Journeyman Mercenary's Trophy";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Mercenary's Trophy Journal (Empty)";"T3_JOURNAL_TROPHY_MERCENARY_EMPTY";"[T3] Journeyman Mercenary's Trophy Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Mercenary's Trophy Journal (Full)";"T3_JOURNAL_TROPHY_MERCENARY_FULL";"[T3] Journeyman Mercenary's Trophy Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Mercenary's Trophy Journal (Partially Full)";"T3_JOURNAL_TROPHY_MERCENARY";"[T3] Journeyman Mercenary's Trophy Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Prospector Contract";"T3_LABOURER_CONTRACT_ORE";"[T3] Journeyman Prospector Contract";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Prospector's Journal (Empty)";"T3_JOURNAL_ORE_EMPTY";"[T3] Journeyman Prospector's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Prospector's Journal (Full)";"T3_JOURNAL_ORE_FULL";"[T3] Journeyman Prospector's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Prospector's Journal (Partially Full)";"T3_JOURNAL_ORE";"[T3] Journeyman Prospector's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Prospector's Trophy Journal (Empty)";"T3_JOURNAL_TROPHY_ORE_EMPTY";"[T3] Journeyman Prospector's Trophy Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Prospector's Trophy Journal (Full)";"T3_JOURNAL_TROPHY_ORE_FULL";"[T3] Journeyman Prospector's Trophy Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Prospector's Trophy Journal (Partially Full)";"T3_JOURNAL_TROPHY_ORE";"[T3] Journeyman Prospector's Trophy Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Stonecutter Contract";"T3_LABOURER_CONTRACT_STONE";"[T3] Journeyman Stonecutter Contract";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Stonecutter's Journal (Empty)";"T3_JOURNAL_STONE_EMPTY";"[T3] Journeyman Stonecutter's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Stonecutter's Journal (Full)";"T3_JOURNAL_STONE_FULL";"[T3] Journeyman Stonecutter's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Stonecutter's Journal (Partially Full)";"T3_JOURNAL_STONE";"[T3] Journeyman Stonecutter's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Stonecutter's Trophy Journal (Empty)";"T3_JOURNAL_TROPHY_STONE_EMPTY";"[T3] Journeyman Stonecutter's Trophy Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Stonecutter's Trophy Journal (Full)";"T3_JOURNAL_TROPHY_STONE_FULL";"[T3] Journeyman Stonecutter's Trophy Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Stonecutter's Trophy Journal (Partially Full)";"T3_JOURNAL_TROPHY_STONE";"[T3] Journeyman Stonecutter's Trophy Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Tinker Contract";"T3_LABOURER_CONTRACT_TOOLMAKER";"[T3] Journeyman Tinker Contract";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Tinker's Journal (Empty)";"T3_JOURNAL_TOOLMAKER_EMPTY";"[T3] Journeyman Tinker's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Tinker's Journal (Full)";"T3_JOURNAL_TOOLMAKER_FULL";"[T3] Journeyman Tinker's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Journeyman Tinker's Journal (Partially Full)";"T3_JOURNAL_TOOLMAKER";"[T3] Journeyman Tinker's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Jousting Horse";"SKIN_HORSE_GUILDBANNER";"[T0] Jousting Horse";"";"";"";"";"";"";""
"Other";"";"";"Keeper Altar";"UNIQUE_FURNITUREITEM_KEEPER_ALTAR_A";"[T0] Keeper Altar";"";"";"";"";"";"";""
"Other";"";"";"Keeper Campfire";"UNIQUE_FURNITUREITEM_KEEPER_CAMP_FIRE_A";"[T0] Keeper Campfire";"";"";"";"";"";"";""
"Other";"";"";"Keeper Cauldron";"UNIQUE_FURNITUREITEM_KEEPER_CAULDRON";"[T0] Keeper Cauldron";"";"";"";"";"";"";""
"Other";"";"";"Keeper Ceremonial Candle";"UNIQUE_FURNITUREITEM_KEEPER_CANDLE_A";"[T0] Keeper Ceremonial Candle";"";"";"";"";"";"";""
"Other";"";"";"Keeper Challenge Chest";"UNIQUE_LOOTCHEST_ADC_MAR2019";"[T0] Keeper Challenge Chest";"";"";"";"";"";"";""
"Other";"";"";"Keeper Fire Bowl";"UNIQUE_FURNITUREITEM_KEEPER_FIREBOWL";"[T0] Keeper Fire Bowl";"";"";"";"";"";"";""
"Other";"";"";"Keeper Flag";"UNIQUE_FURNITUREITEM_KEEPER_FLAG_A";"[T0] Keeper Flag";"";"";"";"";"";"";""
"Other";"";"";"Keeper Horse";"SKIN_HORSE_KEEPER";"[T0] Keeper Horse";"";"";"";"";"";"";""
"Other";"";"";"Keeper of Souls Stag";"SKIN_STAG_SOULKEEPER";"[T0] Keeper of Souls Stag";"";"";"";"";"";"";""
"Other";"";"";"Keeper Rock Fireplace";"UNIQUE_FURNITUREITEM_KEEPER_HEATER";"[T0] Keeper Rock Fireplace";"";"";"";"";"";"";""
"Other";"";"";"Keeper Shrine";"UNIQUE_FURNITUREITEM_KEEPER_SHRINE_A";"[T0] Keeper Shrine";"";"";"";"";"";"";""
"Other";"";"";"Keeper Star of Power";"UNIQUE_FURNITUREITEM_KEEPER_STAR_OF_POWER_A";"[T0] Keeper Star of Power";"";"";"";"";"";"";""
"Other";"";"";"Keeper Symbol";"UNIQUE_FURNITUREITEM_KEEPER_SYMBOL_A";"[T0] Keeper Symbol";"";"";"";"";"";"";""
"Other";"";"";"Keeper Symbol of Power";"UNIQUE_FURNITUREITEM_KEEPER_SYMBOL_OF_POWER_A";"[T0] Keeper Symbol of Power";"";"";"";"";"";"";""
"Other";"";"";"Keeper Totem";"QUESTITEM_TOKEN_KEEPER";"[T0] Keeper Totem";"";"";"";"";"";"";""
"Other";"";"";"Kid";"T4_FARM_GOAT_BABY";"[T4] Kid";"";"";"";"";"";"";""
"Other";"";"";"Knight Adventurer's Armored Horse";"SKIN_ARMORED_HORSE_KNIGHT";"[T0] Knight Adventurer's Armored Horse";"";"";"";"";"";"";""
"Other";"";"";"Knight Adventurer's Heraldic Armored Horse";"SKIN_ARMORED_HORSE_KNIGHT_GUILD_COLORED";"[T0] Knight Adventurer's Heraldic Armored Horse";"";"";"";"";"";"";""
"Other";"";"";"Knight Challenge Chest";"UNIQUE_LOOTCHEST_ADC_JUN2019";"[T0] Knight Challenge Chest";"";"";"";"";"";"";""
"Other";"";"";"Knight Statue";"UNIQUE_FURNITUREITEM_KNIGHT_STATUE_A";"[T0] Knight Statue";"";"";"";"";"";"";""
"Other";"";"";"Knight's Vow";"T4_GVGSEASONREWARD_FAMEBUFF";"[T4] Adept's Knight's Vow";"";"";"";"";"";"";""
"Other";"";"";"Lamb";"T6_FARM_SHEEP_BABY";"[T6] Lamb";"";"";"";"";"";"";""
"Other";"";"";"Latrine";"PLAYERISLAND_FURNITUREITEM_FARM_LATRINE_A";"[T0] Latrine";"";"";"";"";"";"";""
"Other";"";"";"Lavish Cloth";"T6_CLOTH";"[T6] Lavish Cloth";"";"";"";"";"";"";""
"Other";"";"";"Ledger of Truths";"T8_FURNITUREITEM_TROPHY_GENERAL";"[T8] Ledger of Truths";"";"";"";"";"";"";""
"Other";"";"";"Legendary Adventurer's Cart";"SKIN_OX_CART_STARTERPACK";"[T0] Legendary Adventurer's Cart";"";"";"";"";"";"";""
"Other";"";"";"Legendary Adventurer's Horse";"SKIN_HORSE_STARTERPACK";"[T0] Legendary Adventurer's Horse";"";"";"";"";"";"";""
"Other";"";"";"Legendary Community Chest";"UNIQUE_LOOTCHEST_COMMUNITY_LEGENDARY";"[T0] Legendary Community Chest";"";"";"";"";"";"";""
"Other";"";"";"Legendary Community Treasure";"UNIQUE_LOOTCHEST_COMMUNITY_EXCLUSIVE_LEGENDARY";"[T0] Legendary Community Treasure";"";"";"";"";"";"";""
"Other";"";"";"Legendary Explorer's Horse";"SKIN_HORSE_FOUNDER_LEGENDARY";"[T0] Legendary Explorer's Horse";"";"";"";"";"";"";""
"Other";"";"";"Legendary Explorer's Ox";"SKIN_OX_FOUNDER_LEGENDARY";"[T0] Legendary Explorer's Ox";"";"";"";"";"";"";""
"Other";"";"";"Legendary Guild Season Winner";"SKIN_DIREWOLF_GVGSEASON_1ST_03";"[T0] Legendary Guild Season Winner";"";"";"";"";"";"";""
"Other";"";"";"Letter of Transfer";"QUESTITEM_TRANSFER_LETTER";"[T0] Letter of Transfer";"";"";"";"";"";"";""
"Other";"";"";"Light Founder's Certificate";"UNIQUE_FURNITUREITEM_LIGHT_FOUNDER_CERTIFICATE";"[T0] Light Founder's Certificate";"";"";"";"";"";"";""
"Other";"";"";"Light Founder's Statue";"UNIQUE_FURNITUREITEM_LIGHT_FOUNDER_STATUE";"[T0] Light Founder's Statue";"";"";"";"";"";"";""
"Other";"";"";"Limestone";"T2_ROCK";"[T2] Limestone";"";"";"";"";"";"";""
"Other";"";"";"Limestone Block";"T2_STONEBLOCK";"[T2] Limestone Block";"";"";"";"";"";"";""
"Other";"";"";"Limestone Fragment";"T2_FURNITUREITEM_TROPHY_ROCK";"[T2] Limestone Fragment";"";"";"";"";"";"";""
"Other";"";"";"Long Hedge";"PLAYERISLAND_FURNITUREITEM_NOBLE_HEDGE_A";"[T0] Long Hedge";"";"";"";"";"";"";""
"Other";"";"";"Lowriver Crab";"T3_FISH_FRESHWATER_STEPPE_RARE";"[T3] Lowriver Crab";"";"";"";"";"";"";""
"Other";"";"";"Lowriver Crab Omelette";"T3_MEAL_OMELETTE_FISH";"[T3] Lowriver Crab Omelette";"";"";"";"";"";"";""
"Other";"";"";"Lumberjack Backpack";"T4_BACKPACK_GATHERER_WOOD";"[T4] Adept's Lumberjack Backpack";"";"";"";"";"";"";""
"Other";"";"";"Lurking Shadow";"SKIN_DIREWOLF_SHADOW_AJ";"[T0] Lurking Shadow";"";"";"";"";"";"";""
"Other";"";"";"Luxurious Stone Bench";"PLAYERISLAND_FURNITUREITEM_NOBLE_BENCH_A";"[T0] Luxurious Stone Bench";"";"";"";"";"";"";""
"Other";"";"";"Luxury Cart";"SKIN_OX_CART_LUXUS_TELLAFRIEND";"[T0] Luxury Cart";"";"";"";"";"";"";""
"Other";"";"";"Lynx";"SKIN_COUGAR_LYNX_TELLAFRIEND";"[T0] Lynx";"";"";"";"";"";"";""
"Other";"";"";"Mage Adventurer's Armored Horse";"SKIN_ARMORED_HORSE_MAGE";"[T0] Mage Adventurer's Armored Horse";"";"";"";"";"";"";""
"Other";"";"";"Mage Adventurer's Heraldic Armored Horse";"SKIN_ARMORED_HORSE_MAGE_GUILD_COLORED";"[T0] Mage Adventurer's Heraldic Armored Horse";"";"";"";"";"";"";""
"Other";"";"";"Mage Statue";"UNIQUE_FURNITUREITEM_ADC_STATUE_MAGE_A";"[T0] Mage Statue";"";"";"";"";"";"";""
"Other";"";"";"Magic Rune Circle";"UNIQUE_FURNITUREITEM_ADC_HEALING_CIRCLE_A";"[T0] Magic Rune Circle";"";"";"";"";"";"";""
"Other";"";"";"Magical Tome";"T3_FURNITUREITEM_TROPHY_GENERAL";"[T3] Magical Tome";"";"";"";"";"";"";""
"Other";"";"";"Magician statue";"PLAYERISLAND_FURNITUREITEM_STONE_STATUE_MAGE_B";"[T0] Magician statue";"";"";"";"";"";"";""
"Other";"";"";"Major Acid Potion";"T7_POTION_ACID";"[T7] Major Acid Potion";"";"";"";"";"";"";""
"Other";"";"";"Major Berserk Potion";"T8_POTION_BERSERK";"[T8] Major Berserk Potion";"";"";"";"";"";"";""
"Other";"";"";"Major Calming Potion";"T7_POTION_MOB_RESET";"[T7] Major Calming Potion";"";"";"";"";"";"";""
"Other";"";"";"Major Cleansing Potion";"T7_POTION_CLEANSE2";"[T7] Major Cleansing Potion";"";"";"";"";"";"";""
"Other";"";"";"Major Energy Potion";"T6_POTION_ENERGY";"[T6] Major Energy Potion";"";"";"";"";"";"";""
"Other";"";"";"Major Gathering Potion";"T8_POTION_GATHER";"[T8] Major Gathering Potion";"";"";"";"";"";"";""
"Other";"";"";"Major Gigantify Potion";"T7_POTION_REVIVE";"[T7] Major Gigantify Potion";"";"";"";"";"";"";""
"Other";"";"";"Major Healing Potion";"T6_POTION_HEAL";"[T6] Major Healing Potion";"";"";"";"";"";"";""
"Other";"";"";"Major Hellfire Potion";"T8_POTION_LAVA";"[T8] Major Hellfire Potion";"";"";"";"";"";"";""
"Other";"";"";"Major Poison Potion";"T8_POTION_COOLDOWN";"[T8] Major Poison Potion";"";"";"";"";"";"";""
"Other";"";"";"Major Resistance Potion";"T7_POTION_STONESKIN";"[T7] Major Resistance Potion";"";"";"";"";"";"";""
"Other";"";"";"Major Sticky Potion";"T7_POTION_SLOWFIELD";"[T7] Major Sticky Potion";"";"";"";"";"";"";""
"Other";"";"";"Major Tornado in a Bottle";"T8_POTION_TORNADO";"[T8] Major Tornado in a Bottle";"";"";"";"";"";"";""
"Other";"";"";"Mammoth Calf";"T8_FARM_MAMMOTH_BABY";"[T8] Mammoth Calf";"";"";"";"";"";"";""
"Other";"";"";"Mammoth Skin: Black Market Palanquin";"UNIQUE_UNLOCK_SKIN_MAMMOTH_WEALTHY_AJ";"[T0] Mammoth Skin: Black Market Palanquin";"";"";"";"";"";"";""
"Other";"";"";"Marble";"T8_ROCK";"[T8] Marble";"";"";"";"";"";"";""
"Other";"";"";"Marble Block";"T8_STONEBLOCK";"[T8] Marble Block";"";"";"";"";"";"";""
"Other";"";"";"Marble Fragment";"T8_FURNITUREITEM_TROPHY_ROCK";"[T8] Marble Fragment";"";"";"";"";"";"";""
"Other";"";"";"Master Animal Skinner Tome";"T6_SKILLBOOK_GATHER_HIDE";"[T6] Master Animal Skinner Tome";"";"";"";"";"";"";""
"Other";"";"";"Master Blacksmith Contract";"T6_LABOURER_CONTRACT_WARRIOR";"[T6] Master Blacksmith Contract";"";"";"";"";"";"";""
"Other";"";"";"Master Blacksmith's Journal (Empty)";"T6_JOURNAL_WARRIOR_EMPTY";"[T6] Master Blacksmith's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Master Blacksmith's Journal (Full)";"T6_JOURNAL_WARRIOR_FULL";"[T6] Master Blacksmith's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Blacksmith's Journal (Partially Full)";"T6_JOURNAL_WARRIOR";"[T6] Master Blacksmith's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Cropper Contract";"T6_LABOURER_CONTRACT_FIBER";"[T6] Master Cropper Contract";"";"";"";"";"";"";""
"Other";"";"";"Master Cropper's Journal (Empty)";"T6_JOURNAL_FIBER_EMPTY";"[T6] Master Cropper's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Master Cropper's Journal (Full)";"T6_JOURNAL_FIBER_FULL";"[T6] Master Cropper's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Cropper's Journal (Partially Full)";"T6_JOURNAL_FIBER";"[T6] Master Cropper's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Cropper's Trophy Journal (Empty)";"T6_JOURNAL_TROPHY_FIBER_EMPTY";"[T6] Master Cropper's Trophy Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Master Cropper's Trophy Journal (Full)";"T6_JOURNAL_TROPHY_FIBER_FULL";"[T6] Master Cropper's Trophy Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Cropper's Trophy Journal (Partially Full)";"T6_JOURNAL_TROPHY_FIBER";"[T6] Master Cropper's Trophy Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Fiber Harvester Tome";"T6_SKILLBOOK_GATHER_FIBER";"[T6] Master Fiber Harvester Tome";"";"";"";"";"";"";""
"Other";"";"";"Master Fisherman Contract";"T6_LABOURER_CONTRACT_FISHERMAN";"[T6] Master Fisherman Contract";"";"";"";"";"";"";""
"Other";"";"";"Master Fisherman's Journal (Empty)";"T6_JOURNAL_FISHING_EMPTY";"[T6] Master Fisherman's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Master Fisherman's Journal (Full)";"T6_JOURNAL_FISHING_FULL";"[T6] Master Fisherman's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Fisherman's Journal (Partially Full)";"T6_JOURNAL_FISHING";"[T6] Master Fisherman's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Fisherman's Trophy Journal (Empty)";"T6_JOURNAL_TROPHY_FISHING_EMPTY";"[T6] Master Fisherman's Trophy Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Master Fisherman's Trophy Journal (Full)";"T6_JOURNAL_TROPHY_FISHING_FULL";"[T6] Master Fisherman's Trophy Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Fisherman's Trophy Journal (Partially Full)";"T6_JOURNAL_TROPHY_FISHING";"[T6] Master Fisherman's Trophy Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Fletcher Contract";"T6_LABOURER_CONTRACT_HUNTER";"[T6] Master Fletcher Contract";"";"";"";"";"";"";""
"Other";"";"";"Master Fletcher's Journal (Empty)";"T6_JOURNAL_HUNTER_EMPTY";"[T6] Master Fletcher's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Master Fletcher's Journal (Full)";"T6_JOURNAL_HUNTER_FULL";"[T6] Master Fletcher's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Fletcher's Journal (Partially Full)";"T6_JOURNAL_HUNTER";"[T6] Master Fletcher's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Gamekeeper Contract";"T6_LABOURER_CONTRACT_HIDE";"[T6] Master Gamekeeper Contract";"";"";"";"";"";"";""
"Other";"";"";"Master Gamekeeper's Journal (Empty)";"T6_JOURNAL_HIDE_EMPTY";"[T6] Master Gamekeeper's Journal (Empty)";"";"";"";"";"";"";""
"Other";"";"";"Master Gamekeeper's Journal (Full)";"T6_JOURNAL_HIDE_FULL";"[T6] Master Gamekeeper's Journal (Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Gamekeeper's Journal (Partially Full)";"T6_JOURNAL_HIDE";"[T6] Master Gamekeeper's Journal (Partially Full)";"";"";"";"";"";"";""
"Other";"";"";"Master Gamekeeper's Trophy Journal (Empty)";"T6_JOURNAL_TROPHY_HIDE_EMPTY";"[T6] Master Gamekeeper's Trophy Journal (Empty)";"";"";"";"";"";"";""
